session_id,timestamp,signal_strength,latency_ms,packet_loss_percent,bandwidth_kbps,gps_velocity_kmh
session_0,1709251201.0,-61.256966515773705,28.196214603890766,0.6524250726126805,4939.157198035134,7.383489971164591
session_0,1709251202.0,-61.12180546196027,38.346052279551934,0.5530673821912886,4875.495402401076,9.155627851999721
session_0,1709251203.0,-63.20511158167129,32.30562231726987,0.1507213618804717,4636.388000833413,14.105478614194038
session_0,1709251204.0,-64.06277345000075,34.938499282631476,0.0,4554.996858576169,11.28336712450599
session_0,1709251205.0,-60.6917859777331,40.255995790232944,0.0,4516.329623714888,5.784998270317185
session_0,1709251206.0,-63.16081519246994,38.200456607568114,0.0,4721.85872231552,0.0
session_0,1709251207.0,-61.37579110743958,36.65222462714905,0.4974703090395141,4494.562430338107,3.3954001074471334
session_0,1709251208.0,-59.721367307927004,36.966894991709225,0.5831856448380319,4409.96082765173,4.2537804265645205
session_0,1709251209.0,-59.517336626206415,42.345048546965984,0.4637955137839799,4221.227286716939,0.8109583143414176
session_0,1709251210.0,-59.452438676606945,36.3366893988698,0.2721450146498384,4424.044974005476,3.8955836271771367
session_0,1709251211.0,-63.03227567882636,18.762612813665775,0.3886116419008958,4403.983778658741,2.521090289805139
session_0,1709251212.0,-67.15212599667522,10.12773364102928,0.24340637211061603,4564.34555318746,7.95388607192222
session_0,1709251213.0,-69.31960889800713,10.0,0.0,4401.755030033321,2.9702664233802825
session_0,1709251214.0,-71.7314483154875,10.0,0.08399226237162138,4294.0800834471065,2.6726121775920446
session_0,1709251215.0,-72.27614225279731,10.304429756499296,0.3603594103196938,4340.5760327556245,0.0
session_0,1709251216.0,-70.952722420789,15.689175248616285,0.10024123124568807,4484.994604939889,4.579799093445393
session_0,1709251217.0,-68.55386890357013,16.132528580258978,0.011373311387714968,4406.473807457155,1.8464531005387288
session_0,1709251218.0,-67.44060300985103,17.200042882920954,0.21793952951405965,4493.330284589716,0.0
session_0,1709251219.0,-67.5393934907071,17.218970216267934,0.2150753496959609,4399.87325923376,6.247639758269838
session_0,1709251220.0,-69.59472858273818,18.973238347672492,0.45264643692508955,4424.744301389522,0.0
session_0,1709251221.0,-69.58623236850069,15.44509456183731,0.40119490774876293,4600.343827124811,7.931627552503615
session_0,1709251222.0,-66.80271752453588,10.0,0.3294284118005129,4796.235428780923,7.298069895513456
session_0,1709251223.0,-69.01311335030799,17.169817848338006,0.0,4810.661301161038,2.9574584403188613
session_0,1709251224.0,-65.78641712052072,16.209795935319434,0.1034880981797935,4627.875422290428,2.9664758916460747
session_0,1709251225.0,-66.63538363943299,17.45575552095797,0.08315555585722068,4438.965876765099,0.0
session_0,1709251226.0,-65.23422723146825,10.0,0.1572381439287973,4237.851428868453,7.471655538425547
session_0,1709251227.0,-67.15444108605764,15.384554282417628,0.0,4264.263181003326,7.559596946554655
session_0,1709251228.0,-67.41868820397279,19.655698870093914,0.21817913508796893,4147.14017958255,6.436063898176635
session_0,1709251229.0,-67.85773361817158,21.520125508541526,0.19011704391502335,4048.32870569731,0.06857545449749214
session_0,1709251230.0,-70.04427409433131,23.707290528157003,0.3465569638444435,4050.097085293616,0.0
session_0,1709251231.0,-65.46428144325266,24.836445669573898,0.37027973133239833,4214.942035359419,2.6161542441592998
session_0,1709251232.0,-64.54237522243352,21.6597257171183,0.12004663125263754,4424.835221847325,10.706049308657857
session_0,1709251233.0,-66.8549687552059,14.492662902660138,0.10742565576460633,4466.528276954687,8.840336315630429
session_0,1709251234.0,-69.07997713539602,15.929115383385435,0.0,4657.399563469315,6.561245257578058
session_0,1709251235.0,-69.16005485682436,15.418141751265486,0.211985147657622,4733.603722682728,1.0001699840200455
session_0,1709251236.0,-70.99697383043159,10.49382796939384,0.12113412546985088,4625.779458159759,1.5732270894151523
session_0,1709251237.0,-68.35964715371861,10.0,0.16112859353784315,4586.183324948657,0.0
session_0,1709251238.0,-68.5196894143911,10.0,0.16022471216715678,4651.568014781918,14.30071718757471
session_0,1709251239.0,-69.41255927851843,10.0,0.0699772414843643,4425.106446227722,9.690098042898835
session_0,1709251240.0,-66.01189880141656,10.0,0.320097090598748,4313.255421331196,3.1395580011349997
session_0,1709251241.0,-65.68457177409455,10.0,0.2508183972248997,4481.354291093414,7.1279464247470745
session_0,1709251242.0,-62.52881397992932,13.302377997056272,0.09857126786100529,4344.152913816101,6.330614886130977
session_0,1709251243.0,-65.30794209058273,10.28873665668075,0.003180383405854567,4264.743366223058,2.5409218027589406
session_0,1709251244.0,-66.794532588982,12.849071033510743,0.044035495069547195,4122.490863322894,0.0
session_0,1709251245.0,-66.50894124609862,18.062543310662814,0.0,4223.396360528146,0.0
session_0,1709251246.0,-63.987193442435455,25.6702307591357,0.07009488899607125,4020.5143523716197,3.510749678179746
session_0,1709251247.0,-65.1480529063687,26.58666427103657,0.0,3935.161292241559,0.0
session_0,1709251248.0,-64.49228658492927,27.826375328189048,0.0,3959.7013755370403,0.0
session_0,1709251249.0,-64.84185433478133,28.552734310858522,0.059895847317903234,3990.0875100349676,5.092903561353724
session_0,1709251250.0,-64.25965275442776,26.960861209336795,0.0,4086.9983532423703,4.0981717782941764
session_0,1709251251.0,-63.66899026984078,26.03395707908647,0.0,3984.712570614505,8.170957798149372
session_0,1709251252.0,-66.98370780196052,21.320085728349273,0.23293403269761118,4037.178680818649,7.4170545065453695
session_0,1709251253.0,-68.28446867140693,22.810155386453992,0.06482172003514303,4039.6544879556795,7.128663081114752
session_0,1709251254.0,-70.43479438650066,26.392757811898186,0.0,4072.60065659662,11.990829142462974
session_0,1709251255.0,-72.05127173446753,23.79289133045698,0.1551126391893729,3985.9593746887585,11.045851833194533
session_0,1709251256.0,-72.25990883413928,23.917052239476526,0.4229597736945802,4175.709704471375,16.15065552908342
session_0,1709251257.0,-74.57845285087828,18.11787482468788,0.3855489586477138,4061.883143933102,19.938821112133628
session_0,1709251258.0,-72.81921989811241,17.652140297816143,0.07859606425512106,3907.24483160431,20.71510603731135
session_0,1709251259.0,-73.13077624640884,24.23304398429359,0.07814763143056674,3837.648863617963,25.785312398422285
session_0,1709251260.0,-73.07893375723505,29.289138291259754,0.29426588187809943,3965.177014174589,24.814937905735746
session_0,1709251261.0,-72.17513529360043,31.410164427016422,0.4207988504699457,3802.8360756892484,28.82805291873094
session_0,1709251262.0,-70.15364510837075,34.92334402038437,0.38444540225364726,3741.5567868254443,19.868078908753425
session_0,1709251263.0,-71.43572651098499,30.706348531069917,0.2554429894404501,3869.1199944447794,17.9438086150244
session_0,1709251264.0,-74.30214295654454,28.70908706163499,0.10686250896229899,3736.094401600393,19.873324217044527
session_0,1709251265.0,-71.12713234855173,43.861391294081415,0.2648104741967271,3892.470481847708,24.19893610778397
session_0,1709251266.0,-70.49440666742902,42.84374221122428,0.4464461147258908,3891.6207209854742,31.83185062981695
session_0,1709251267.0,-68.8759257408155,47.732304402677954,0.5255666400348513,3845.4352154107705,26.741481518934002
session_0,1709251268.0,-70.08030950286638,46.88217270402975,0.25167483046344225,3707.2828221487234,23.48055228664866
session_0,1709251269.0,-69.39913057627565,46.36866597650915,0.3842331377542594,3859.4375311197928,16.83435414313074
session_0,1709251270.0,-67.51916636642864,49.96081567979382,0.7063079738490562,3693.8005334109503,10.407649608785263
session_0,1709251271.0,-67.60857543842215,49.13490498054989,1.156584307939733,3772.9821079656176,6.410110852688595
session_0,1709251272.0,-69.29029943274666,46.724229504785285,0.9698124473348756,3695.367942029939,7.3527419374071865
session_0,1709251273.0,-65.86529144305614,47.689513560142366,1.014863569506136,3610.6128984388265,15.260618236306414
session_0,1709251274.0,-65.47952177858714,50.32720330260132,0.8400150249582341,3540.829948033878,9.465551488178692
session_0,1709251275.0,-67.05036043120991,45.21879858139441,1.0029053412829199,3688.04122546439,14.124974948190092
session_0,1709251276.0,-64.89380258018485,35.74865182724138,0.8813260294691632,3776.278077685063,15.621652830345958
session_0,1709251277.0,-63.062283992019715,37.98220112543659,1.073163854174698,3751.3921746246615,19.224834243941068
session_0,1709251278.0,-62.80044505790271,35.96084903472688,1.253031543024243,3666.772951270993,22.504370185179926
session_0,1709251279.0,-61.00632842862587,32.207720590143005,1.3162843227002967,3496.63004677162,18.280259637688594
session_0,1709251280.0,-61.005841711073145,26.58600864021621,1.8129649940848476,3582.9367317674796,15.478479236428322
